"Year","Lat","Lon","AreaSwept_km2","Response_variable","Data_type"
2010,29.361,-85.14,0.037161,0,"Biomass_KG"
2014,29.475,-85.179,0.03086,0,"Biomass_KG"
2009,29.415,-85.077,0.039986,0,"Biomass_KG"
2013,29.444,-85.154,0.039035,44.538,"Biomass_KG"
2013,29.478,-85.058,0.041514,0,"Biomass_KG"
2012,29.355,-85.045,0.039035,0,"Biomass_KG"
2008,29.511,-84.886,0.041425,0,"Biomass_KG"
2013,29.406,-84.89,0.037699,278.24,"Biomass_KG"
2013,29.356,-84.903,0.038134,87.066,"Biomass_KG"
2013,29.456,-84.883,0.040959,0,"Biomass_KG"
2012,29.399,-84.88,0.036564,0,"Biomass_KG"
2012,29.486,-84.828,0.03445,254.66,"Biomass_KG"
2014,29.421,-84.959,0.036938,0,"Biomass_KG"
2014,29.343,-84.98,0.038706,29.878,"Biomass_KG"
2012,29.484,-84.8,0.032082,0,"Biomass_KG"
2012,29.399,-84.79,0.032592,0,"Biomass_KG"
2012,29.49,-84.689,0.03542,74.87,"Biomass_KG"
2012,29.485,-84.737,0.033479,126.42,"Biomass_KG"
2010,29.418,-84.817,0.035134,41.728,"Biomass_KG"
2014,29.451,-84.79,0.040373,477.76,"Biomass_KG"
2010,29.419,-84.609,0.043643,0,"Biomass_KG"
2012,29.424,-84.511,0.03089,436.41,"Biomass_KG"
2009,29.395,-84.329,0.035958,0,"Biomass_KG"
2013,29.423,-84.312,0.034263,716.03,"Biomass_KG"
2012,29.347,-84.363,0.035134,211.95,"Biomass_KG"
2012,29.444,-84.314,0.032732,0,"Biomass_KG"
2014,29.438,-84.274,0.030532,0,"Biomass_KG"
2014,29.344,-84.129,0.030412,0,"Biomass_KG"
2014,29.399,-84.138,0.031593,0,"Biomass_KG"
2014,29.492,-84.121,0.03811,0,"Biomass_KG"
2009,29.418,-83.93,0.03811,0,"Biomass_KG"
2013,29.36,-84.026,0.038277,0,"Biomass_KG"
2012,29.499,-83.946,0.032732,0,"Biomass_KG"
2010,29.489,-84.032,0.031593,0,"Biomass_KG"
2009,29.355,-83.87,0.039825,0,"Biomass_KG"
2009,29.477,-83.812,0.043685,0,"Biomass_KG"
2009,29.378,-83.919,0.035186,0,"Biomass_KG"
2012,29.354,-83.794,0.040373,0,"Biomass_KG"
2010,29.519,-83.829,0.034582,0,"Biomass_KG"
2014,29.502,-83.752,0.036313,0,"Biomass_KG"
2014,29.444,-83.808,0.038492,0,"Biomass_KG"
2009,29.348,-83.609,0.037917,0,"Biomass_KG"
2010,29.516,-83.718,0.03529,0,"Biomass_KG"
2009,29.386,-83.636,0.033941,0,"Biomass_KG"
2013,29.429,-83.734,0.036539,0,"Biomass_KG"
2012,29.351,-83.707,0.046507,0,"Biomass_KG"
2010,29.399,-83.64,0.037626,0,"Biomass_KG"
2009,29.372,-83.519,0.040554,0,"Biomass_KG"
2014,29.502,-83.563,0.040689,0,"Biomass_KG"
2006,29.172,-94.796,0.041566,0,"Biomass_KG"
2007,29.202,-94.873,0.0271,0,"Biomass_KG"
2010,29.187,-94.759,0.030261,0,"Biomass_KG"
2011,29.203,-94.762,0.030048,0,"Biomass_KG"
2014,29.205,-94.781,0.029896,0,"Biomass_KG"
2014,29.201,-94.743,0.029214,0,"Biomass_KG"
2008,29.226,-94.808,0.035754,0,"Biomass_KG"
2009,29.226,-94.731,0.033424,0,"Biomass_KG"
2009,29.21,-94.764,0.032732,0,"Biomass_KG"
2009,29.182,-94.831,0.035134,0,"Biomass_KG"
2006,29.233,-94.68,0.03303,0,"Biomass_KG"
2007,29.219,-94.694,0.033299,0,"Biomass_KG"
2008,29.238,-94.708,0.026137,0,"Biomass_KG"
2009,29.204,-94.582,0.03168,0,"Biomass_KG"
2009,29.187,-94.619,0.031564,0,"Biomass_KG"
2009,29.239,-94.695,0.033941,0,"Biomass_KG"
2007,29.318,-94.376,0.046256,0,"Biomass_KG"
2011,29.304,-94.437,0.032536,0,"Biomass_KG"
2013,29.309,-94.461,0.031593,0,"Biomass_KG"
2011,29.286,-94.416,0.032508,0,"Biomass_KG"
2010,29.258,-94.369,0.030048,0,"Biomass_KG"
2009,29.293,-94.469,0.034688,0,"Biomass_KG"
2009,29.288,-94.433,0.031564,0,"Biomass_KG"
2011,29.195,-94.242,0.032536,0,"Biomass_KG"
2011,29.326,-94.243,0.031477,0,"Biomass_KG"
2013,29.327,-94.354,0.031477,0,"Biomass_KG"
2012,29.323,-94.307,0.031244,0,"Biomass_KG"
2014,29.188,-94.266,0.030261,412.37,"Biomass_KG"
2014,29.222,-94.244,0.030261,28.633,"Biomass_KG"
2014,29.334,-94.275,0.030682,0,"Biomass_KG"
2009,29.216,-94.352,0.029804,0,"Biomass_KG"
2009,29.296,-94.264,0.030622,0,"Biomass_KG"
2011,29.174,-94.085,0.028452,0,"Biomass_KG"
2014,29.262,-94.04,0.033424,0,"Biomass_KG"
2008,29.187,-94.138,0.033424,10.71,"Biomass_KG"
2008,29.284,-94.067,0.033039,0,"Biomass_KG"
2008,29.306,-94.068,0.03664,0,"Biomass_KG"
2012,29.234,-94.022,0.033941,0,"Biomass_KG"
2010,29.213,-94.162,0.029214,499.87,"Biomass_KG"
2010,29.288,-94.162,0.029804,0,"Biomass_KG"
2009,29.237,-94.168,0.032168,0,"Biomass_KG"
2009,29.307,-94.037,0.035523,0,"Biomass_KG"
2009,29.261,-94.088,0.029957,0,"Biomass_KG"
2006,29.217,-93.967,0.027899,82.976,"Biomass_KG"
2006,29.211,-93.926,0.057093,0,"Biomass_KG"
2006,29.23,-93.963,0.013801,0,"Biomass_KG"
2007,29.24,-93.96,0.02171,26.648,"Biomass_KG"
2014,29.188,-93.853,0.030622,74.367,"Biomass_KG"
2014,29.25,-93.836,0.10113,112,"Biomass_KG"
2010,29.215,-93.862,0.029896,0,"Biomass_KG"
2014,29.331,-93.846,0.031156,0,"Biomass_KG"
2008,29.246,-93.976,0.019518,9.332,"Biomass_KG"
2009,29.225,-93.901,0.03086,0,"Biomass_KG"
2006,29.337,-93.786,0.012767,0,"Biomass_KG"
2006,29.22,-93.753,0.050081,0,"Biomass_KG"
2006,29.329,-93.796,0.042655,0,"Biomass_KG"
2011,29.223,-93.7,0.034263,0,"Biomass_KG"
2009,29.181,-93.715,0.031477,0,"Biomass_KG"
2009,29.232,-93.7,0.03139,160.37,"Biomass_KG"
2009,29.251,-93.697,0.029804,0,"Biomass_KG"
2009,29.313,-93.752,0.034076,0,"Biomass_KG"
2006,29.192,-93.523,0.052849,425.09,"Biomass_KG"
2006,29.192,-93.524,0.051003,125.44,"Biomass_KG"
2006,29.305,-93.566,0.023337,0,"Biomass_KG"
2014,29.181,-93.571,0.053623,0,"Biomass_KG"
2013,29.306,-93.586,0.032508,231.07,"Biomass_KG"
2010,29.216,-93.484,0.032592,0,"Biomass_KG"
2010,29.189,-93.505,0.031244,0,"Biomass_KG"
2014,29.279,-93.5,0.03168,0,"Biomass_KG"
2012,29.328,-93.514,0.031244,0,"Biomass_KG"
2009,29.298,-93.487,0.031593,0,"Biomass_KG"
2009,29.274,-93.496,0.030412,0,"Biomass_KG"
2009,29.27,-93.528,0.03089,0,"Biomass_KG"
2009,29.165,-93.532,0.027899,0,"Biomass_KG"
2014,29.24,-93.329,0.033287,0,"Biomass_KG"
2013,29.271,-93.407,0.036439,0,"Biomass_KG"
2013,29.298,-93.431,0.0356,0,"Biomass_KG"
2010,29.21,-93.379,0.03086,0,"Biomass_KG"
2010,29.165,-93.368,0.030261,0,"Biomass_KG"
2011,29.171,-93.362,0.032732,0,"Biomass_KG"
2011,29.206,-93.361,0.031853,0,"Biomass_KG"
2012,29.312,-93.449,0.031709,95.929,"Biomass_KG"
2012,29.213,-93.344,0.032282,0,"Biomass_KG"
2014,29.287,-93.382,0.031564,0,"Biomass_KG"
2008,29.182,-93.296,0.031126,0,"Biomass_KG"
2009,29.328,-93.458,0.033941,0,"Biomass_KG"
2009,29.171,-93.293,0.031156,0,"Biomass_KG"
2009,29.197,-93.446,0.035212,0,"Biomass_KG"
2006,29.328,-93.105,0.056144,0,"Biomass_KG"
2011,29.187,-93.272,0.032282,0,"Biomass_KG"
2011,29.324,-93.258,0.029711,0,"Biomass_KG"
2014,29.162,-93.162,0.030412,0,"Biomass_KG"
2008,29.293,-93.13,0.028676,0,"Biomass_KG"
2008,29.179,-93.156,0.031244,0,"Biomass_KG"
2008,29.304,-93.141,0.051586,0,"Biomass_KG"
2008,29.203,-93.165,0.051586,0,"Biomass_KG"
2010,29.316,-93.134,0.033039,0,"Biomass_KG"
2009,29.266,-93.271,0.032592,0,"Biomass_KG"
2009,29.263,-93.268,0.030682,0,"Biomass_KG"
2009,29.184,-93.261,0.033424,0,"Biomass_KG"
2007,29.235,-92.964,0.051569,0,"Biomass_KG"
2007,29.197,-92.967,0.039895,0,"Biomass_KG"
2011,29.174,-92.939,0.032168,0,"Biomass_KG"
2014,29.222,-93.029,0.029277,0,"Biomass_KG"
2009,29.237,-93.039,0.029711,0,"Biomass_KG"
2013,29.305,-92.83,0.030412,0,"Biomass_KG"
2013,29.234,-92.867,0.036564,0,"Biomass_KG"
2012,29.191,-92.887,0.03529,0,"Biomass_KG"
2011,29.253,-92.799,0.03086,0,"Biomass_KG"
2008,29.321,-92.765,0.047828,0,"Biomass_KG"
2010,29.223,-92.761,0.027899,0,"Biomass_KG"
2010,29.193,-92.772,0.028452,0,"Biomass_KG"
2009,29.3,-92.882,0.029151,0,"Biomass_KG"
2009,29.206,-92.813,0.027899,0,"Biomass_KG"
2009,29.164,-92.846,0.032732,311.2,"Biomass_KG"
2009,29.262,-92.81,0.03086,0,"Biomass_KG"
2009,29.233,-92.82,0.028708,0,"Biomass_KG"
2006,29.226,-92.583,0.042425,0,"Biomass_KG"
2014,29.27,-92.685,0.033833,238.01,"Biomass_KG"
2013,29.211,-92.576,0.028676,0,"Biomass_KG"
2010,29.281,-92.596,0.028452,0,"Biomass_KG"
2010,29.206,-92.731,0.029957,0,"Biomass_KG"
2012,29.291,-92.672,0.033506,0,"Biomass_KG"
2014,29.227,-92.583,0.031939,0,"Biomass_KG"
2010,29.248,-92.65,0.028452,0,"Biomass_KG"
2010,29.213,-92.651,0.031244,0,"Biomass_KG"
2009,29.176,-92.643,0.029214,0,"Biomass_KG"
2007,29.194,-92.485,0.041962,0,"Biomass_KG"
2007,29.234,-92.439,0.027402,0,"Biomass_KG"
2014,29.34,-92.433,0.032592,0,"Biomass_KG"
2011,29.205,-92.531,0.030412,0,"Biomass_KG"
2008,29.261,-92.428,0.033424,0,"Biomass_KG"
2012,29.299,-92.542,0.031564,136.31,"Biomass_KG"
2009,29.212,-92.457,0.030622,0,"Biomass_KG"
2006,29.195,-92.313,0.018801,0,"Biomass_KG"
2007,29.166,-92.353,0.018948,0,"Biomass_KG"
2013,29.263,-92.376,0.029557,0,"Biomass_KG"
2007,29.179,-92.317,0.023006,0,"Biomass_KG"
2006,29.22,-92.106,0.033833,0,"Biomass_KG"
2007,29.182,-92.199,0.014638,0,"Biomass_KG"
2009,29.214,-92.147,0.021398,0,"Biomass_KG"
2013,29.326,-91.922,0.033914,0,"Biomass_KG"
2014,29.169,-91.675,0.030532,0,"Biomass_KG"
2013,29.26,-91.628,0.036439,0,"Biomass_KG"
2013,29.276,-91.55,0.033914,0,"Biomass_KG"
2014,29.172,-91.479,0.033479,0,"Biomass_KG"
2009,29.181,-91.411,0.037917,0,"Biomass_KG"
2006,29.165,-90.081,0.013933,0,"Biomass_KG"
2006,29.193,-89.999,0.023206,0,"Biomass_KG"
2007,29.19,-89.929,0.027402,0,"Biomass_KG"
2007,29.189,-89.928,0.030622,0,"Biomass_KG"
2010,29.216,-89.875,0.030312,0,"Biomass_KG"
2012,29.179,-89.873,0.017593,170,"Biomass_KG"
2014,29.173,-90.017,0.028548,0,"Biomass_KG"
2013,29.185,-89.957,0.032282,0,"Biomass_KG"
2007,29.172,-89.802,0.024816,0,"Biomass_KG"
2007,29.175,-89.785,0.036916,0,"Biomass_KG"
2008,29.216,-89.765,0.016916,0,"Biomass_KG"
2008,29.215,-89.766,0.021488,0,"Biomass_KG"
2008,29.208,-89.853,0.037893,0,"Biomass_KG"
2008,29.195,-89.826,0.043195,0,"Biomass_KG"
2009,29.174,-89.794,0.017425,0,"Biomass_KG"
2009,29.177,-89.794,0.024397,0,"Biomass_KG"
2009,29.197,-89.855,0.025406,0,"Biomass_KG"
2009,29.222,-89.765,0.031758,0,"Biomass_KG"
2009,29.218,-89.766,0.026497,0,"Biomass_KG"
2009,29.192,-89.852,0.025965,0,"Biomass_KG"
2010,29.246,-89.754,0.029214,0,"Biomass_KG"
2010,29.172,-89.742,0.035523,0,"Biomass_KG"
2010,29.192,-89.841,0.031397,0,"Biomass_KG"
2012,29.207,-89.843,0.028452,0,"Biomass_KG"
2012,29.218,-89.74,0.028708,0,"Biomass_KG"
2013,29.221,-89.848,0.034925,0,"Biomass_KG"
2007,29.288,-89.806,0.0178,0,"Biomass_KG"
2008,29.202,-89.775,0.037528,0,"Biomass_KG"
2009,29.201,-89.782,0.02968,0,"Biomass_KG"
2006,29.201,-89.645,0.025714,0,"Biomass_KG"
2006,29.201,-89.646,0.028442,0,"Biomass_KG"
2008,29.212,-89.652,0.03168,0,"Biomass_KG"
2008,29.221,-89.651,0.027462,0,"Biomass_KG"
2009,29.186,-89.597,0.0217,0,"Biomass_KG"
2009,29.185,-89.598,0.0271,0,"Biomass_KG"
2009,29.217,-89.672,0.031335,0,"Biomass_KG"
2009,29.211,-89.671,0.027225,0,"Biomass_KG"
2010,29.169,-89.584,0.034662,0,"Biomass_KG"
2010,29.211,-89.656,0.031156,0,"Biomass_KG"
2010,29.223,-89.541,0.039059,0,"Biomass_KG"
2007,29.276,-89.671,0.015311,0,"Biomass_KG"
2008,29.232,-89.671,0.018407,0,"Biomass_KG"
2009,29.186,-89.501,0.026277,0,"Biomass_KG"
2013,29.33,-89.077,0.037747,0,"Biomass_KG"
2010,29.303,-89.035,0.029057,15.31,"Biomass_KG"
2014,29.301,-89.013,0.028931,0,"Biomass_KG"
2006,29.263,-88.93,0.010911,0,"Biomass_KG"
2007,29.244,-88.805,0.054772,31.194,"Biomass_KG"
2007,29.204,-88.811,0.050081,25.205,"Biomass_KG"
2007,29.164,-88.809,0.054883,0,"Biomass_KG"
2013,29.284,-88.954,0.038965,343.72,"Biomass_KG"
2008,29.307,-88.908,0.01116,0,"Biomass_KG"
2006,29.277,-88.958,0.013397,8.608,"Biomass_KG"
2006,29.266,-88.93,0.012767,262.44,"Biomass_KG"
2006,29.257,-88.923,0.014386,20.495,"Biomass_KG"
2006,29.293,-88.802,0.03529,0,"Biomass_KG"
2007,29.273,-88.89,0.035186,307,"Biomass_KG"
2007,29.319,-88.917,0.012477,0,"Biomass_KG"
2007,29.325,-88.862,0.017645,79.17,"Biomass_KG"
2009,29.311,-88.825,0.035754,0,"Biomass_KG"
2009,29.311,-88.836,0.040599,0,"Biomass_KG"
2011,29.165,-88.907,0.034688,129.89,"Biomass_KG"
2009,29.202,-88.818,0.031593,0,"Biomass_KG"
2006,29.166,-88.636,0.036439,59.012,"Biomass_KG"
2006,29.162,-88.781,0.03542,237.29,"Biomass_KG"
2006,29.264,-88.727,0.054807,0,"Biomass_KG"
2006,29.226,-88.732,0.05427,0,"Biomass_KG"
2013,29.242,-88.781,0.04169,0,"Biomass_KG"
2013,29.187,-88.616,0.042018,0,"Biomass_KG"
2010,29.304,-88.649,0.033833,51.3,"Biomass_KG"
2012,29.253,-88.779,0.037893,0,"Biomass_KG"
2011,29.237,-88.779,0.039409,0,"Biomass_KG"
2011,29.337,-88.739,0.036564,99.951,"Biomass_KG"
2011,29.308,-88.669,0.038516,0,"Biomass_KG"
2009,29.209,-88.697,0.032168,0,"Biomass_KG"
2009,29.303,-88.736,0.034925,62.392,"Biomass_KG"
2006,29.248,-88.488,0.011909,0,"Biomass_KG"
2007,29.296,-88.518,0.027823,0,"Biomass_KG"
2007,29.303,-88.486,0.054144,1920.8,"Biomass_KG"
2007,29.262,-88.486,0.011512,25.255,"Biomass_KG"
2007,29.261,-88.486,0.013533,111.27,"Biomass_KG"
2013,29.214,-88.591,0.037602,0,"Biomass_KG"
2008,29.239,-88.597,0.035108,0,"Biomass_KG"
2013,29.245,-88.514,0.035212,134.91,"Biomass_KG"
2008,29.243,-88.489,0.022196,0,"Biomass_KG"
2008,29.252,-88.529,0.022524,0,"Biomass_KG"
2009,29.339,-88.438,0.027866,129.17,"Biomass_KG"
2006,29.321,-88.359,0.052797,1440.4,"Biomass_KG"
2006,29.286,-88.36,0.054031,1476.8,"Biomass_KG"
2011,29.251,-88.286,0.038492,1298,"Biomass_KG"
2012,29.325,-88.291,0.039986,0,"Biomass_KG"
2008,29.31,-88.279,0.0356,72.33,"Biomass_KG"
2008,29.308,-88.363,0.031477,512.8,"Biomass_KG"
2008,29.292,-88.403,0.033941,43.13,"Biomass_KG"
2013,29.294,-88.269,0.033287,118.6,"Biomass_KG"
2008,29.297,-88.301,0.023635,308.98,"Biomass_KG"
2008,29.252,-88.352,0.017593,0,"Biomass_KG"
2008,29.304,-88.422,0.042495,1261.7,"Biomass_KG"
2011,29.27,-88.345,0.039455,0,"Biomass_KG"
2009,29.326,-88.307,0.030412,0,"Biomass_KG"
2006,29.31,-88.151,0.01218,235.99,"Biomass_KG"
2011,29.272,-88.162,0.027602,0,"Biomass_KG"
2010,29.335,-87.834,0.0019139,0,"Biomass_KG"
2009,29.314,-85.797,0.03811,0,"Biomass_KG"
2010,29.312,-85.828,0.040077,0,"Biomass_KG"
2008,29.202,-85.6,0.039825,0,"Biomass_KG"
2009,29.313,-85.695,0.037431,0,"Biomass_KG"
2009,29.198,-85.582,0.032732,0,"Biomass_KG"
2012,29.293,-85.659,0.036814,0,"Biomass_KG"
2008,29.338,-85.48,0.038206,0,"Biomass_KG"
2012,29.333,-85.461,0.039825,0,"Biomass_KG"
2012,29.197,-85.364,0.038301,0,"Biomass_KG"
2012,29.171,-85.458,0.032732,0,"Biomass_KG"
2011,29.201,-85.462,0.038706,0,"Biomass_KG"
2014,29.285,-85.484,0.034263,0,"Biomass_KG"
2013,29.173,-85.233,0.033039,0,"Biomass_KG"
2013,29.236,-85.211,0.038753,0,"Biomass_KG"
2012,29.181,-85.315,0.036035,0,"Biomass_KG"
2013,29.175,-85.328,0.038468,0,"Biomass_KG"
2013,29.193,-85.216,0.036439,0,"Biomass_KG"
2012,29.243,-85.217,0.031853,0,"Biomass_KG"
2010,29.225,-85.254,0.038277,0,"Biomass_KG"
2014,29.333,-85.2,0.038325,0,"Biomass_KG"
2014,29.236,-85.279,0.037989,0,"Biomass_KG"
2014,29.17,-85.295,0.037431,19.912,"Biomass_KG"
2008,29.293,-85.14,0.032732,0,"Biomass_KG"
2010,29.307,-85.167,0.036313,19.95,"Biomass_KG"
2013,29.257,-85.013,0.036814,0,"Biomass_KG"
2012,29.201,-85.026,0.040802,0,"Biomass_KG"
2012,29.236,-85.007,0.040237,0,"Biomass_KG"
2013,29.269,-85.097,0.039246,89.735,"Biomass_KG"
2012,29.184,-85.041,0.031939,0,"Biomass_KG"
2011,29.233,-85.151,0.035831,0,"Biomass_KG"
2014,29.257,-85.158,0.039455,0,"Biomass_KG"
2014,29.248,-85.042,0.041974,98.67,"Biomass_KG"
2008,29.255,-84.96,0.040622,0,"Biomass_KG"
2009,29.161,-84.912,0.042473,0,"Biomass_KG"
2009,29.271,-84.888,0.043327,0,"Biomass_KG"
2008,29.286,-84.759,0.038325,84.74,"Biomass_KG"
2014,29.199,-84.803,0.032082,2.548,"Biomass_KG"
2012,29.314,-84.687,0.041315,0,"Biomass_KG"
2012,29.309,-84.689,0.030048,27.614,"Biomass_KG"
2014,29.178,-84.737,0.035523,129.76,"Biomass_KG"
2008,29.161,-84.575,0.039269,63.42,"Biomass_KG"
2010,29.337,-84.521,0.04169,42.538,"Biomass_KG"
2009,29.324,-84.555,0.035186,93.376,"Biomass_KG"
2010,29.335,-84.273,0.039409,0,"Biomass_KG"
2010,29.164,-84.187,0.041226,0,"Biomass_KG"
2012,29.23,-84.246,0.035108,0,"Biomass_KG"
2014,29.301,-84.268,0.031593,0,"Biomass_KG"
2014,29.292,-84.231,0.031156,0,"Biomass_KG"
2009,29.171,-84.183,0.039802,0,"Biomass_KG"
2013,29.335,-84.14,0.037917,0,"Biomass_KG"
2012,29.231,-84.237,0.039246,79.218,"Biomass_KG"
2014,29.312,-84.071,0.033287,0,"Biomass_KG"
2009,29.206,-83.979,0.0423,0,"Biomass_KG"
2012,29.295,-83.993,0.036111,0,"Biomass_KG"
2012,29.246,-83.948,0.040959,0,"Biomass_KG"
2012,29.189,-83.997,0.036313,0,"Biomass_KG"
2010,29.183,-83.994,0.03529,0,"Biomass_KG"
2010,29.229,-83.811,0.033941,0,"Biomass_KG"
2009,29.169,-83.796,0.040237,0,"Biomass_KG"
2012,29.18,-83.894,0.039269,0,"Biomass_KG"
2013,29.171,-83.916,0.0356,0,"Biomass_KG"
2010,29.315,-83.886,0.03386,0,"Biomass_KG"
2009,29.193,-83.727,0.037602,0,"Biomass_KG"
2014,29.238,-83.716,0.035134,0,"Biomass_KG"
2012,29.331,-83.584,0.039409,0,"Biomass_KG"
2011,29.191,-83.74,0.037528,0,"Biomass_KG"
2011,29.334,-83.584,0.0013533,0,"Biomass_KG"
2010,29.3,-83.673,0.033914,0,"Biomass_KG"
2010,29.262,-83.66,0.034503,0,"Biomass_KG"
2014,29.272,-83.515,0.036111,0,"Biomass_KG"
2014,29.166,-83.364,0.033479,0,"Biomass_KG"
2006,29.152,-94.96,0.026528,0,"Biomass_KG"
2007,29.003,-95.003,0.037691,0,"Biomass_KG"
2011,28.984,-94.98,0.031593,157.65,"Biomass_KG"
2008,29.014,-94.989,0.061557,0,"Biomass_KG"
2009,29.056,-94.959,0.033941,184.24,"Biomass_KG"
2009,29.021,-95.007,0.031126,99.566,"Biomass_KG"
2009,29.055,-95.008,0.031939,0,"Biomass_KG"
2006,29.154,-94.837,0.050445,0,"Biomass_KG"
2010,29.153,-94.754,0.029557,0,"Biomass_KG"
2010,29.144,-94.872,0.03092,0,"Biomass_KG"
2010,29.085,-94.781,0.029804,0,"Biomass_KG"
2011,29.076,-94.832,0.030682,0,"Biomass_KG"
2013,29.061,-94.775,0.032732,0,"Biomass_KG"
2012,29.032,-94.758,0.03542,0,"Biomass_KG"
2013,29.127,-94.755,0.031477,1647.4,"Biomass_KG"
2012,29.033,-94.732,0.033616,1762.7,"Biomass_KG"
2010,29.152,-94.773,0.03089,0,"Biomass_KG"
2009,29.022,-94.863,0.036439,0,"Biomass_KG"
2009,28.99,-94.788,0.028161,0,"Biomass_KG"
2010,29.027,-94.72,0.029214,0,"Biomass_KG"
2013,29.118,-94.681,0.030622,0,"Biomass_KG"
2012,29.072,-94.643,0.030261,308.86,"Biomass_KG"
2011,28.988,-94.583,0.031709,1808.1,"Biomass_KG"
2009,29.121,-94.698,0.02968,0,"Biomass_KG"
2009,29.089,-94.71,0.030412,187.04,"Biomass_KG"
2009,28.997,-94.613,0.032168,1087.3,"Biomass_KG"
2009,29.037,-94.714,0.029057,0,"Biomass_KG"
2009,29.008,-94.695,0.03386,0,"Biomass_KG"
2011,29.007,-94.501,0.035134,0,"Biomass_KG"
2012,29.08,-94.451,0.030261,525.23,"Biomass_KG"
2012,29.047,-94.461,0.029896,310.83,"Biomass_KG"
2011,28.991,-94.496,0.031709,0,"Biomass_KG"
2011,29.076,-94.364,0.033941,654.42,"Biomass_KG"
2014,29.026,-94.387,0.03276,2331.8,"Biomass_KG"
2014,29.047,-94.502,0.030532,95.735,"Biomass_KG"
2009,29.019,-94.496,0.030532,541.75,"Biomass_KG"
2010,29.016,-94.307,0.031477,596.66,"Biomass_KG"
2010,28.985,-94.327,0.029804,1029,"Biomass_KG"
2010,29.094,-94.348,0.03086,0,"Biomass_KG"
2012,29.026,-94.354,0.029896,33.813,"Biomass_KG"
2014,29.031,-94.3,0.02842,207.38,"Biomass_KG"
2008,29.023,-94.254,0.030261,0,"Biomass_KG"
2009,29.032,-94.234,0.032536,259.88,"Biomass_KG"
2009,28.99,-94.349,0.033039,800.21,"Biomass_KG"
2009,29.078,-94.342,0.032928,0,"Biomass_KG"
2009,29.069,-94.306,0.029896,2.772,"Biomass_KG"
2006,29.059,-94.063,0.011278,0,"Biomass_KG"
2011,29.079,-94.126,0.031244,0,"Biomass_KG"
2011,29.045,-94.085,0.030261,244.73,"Biomass_KG"
2014,29.059,-94.162,0.033833,224.81,"Biomass_KG"
2014,29.105,-94.129,0.030412,0,"Biomass_KG"
2014,29.095,-94.166,0.029557,0,"Biomass_KG"
2008,28.995,-94.074,0.033177,0,"Biomass_KG"
2008,29.076,-94.122,0.032732,0,"Biomass_KG"
2009,29.115,-94.116,0.031564,0,"Biomass_KG"
2009,29.01,-94.014,0.035958,280.89,"Biomass_KG"
2009,29.12,-94.032,0.03092,0,"Biomass_KG"
2007,29.141,-93.988,0.055651,1248.8,"Biomass_KG"
2007,29.099,-93.988,0.03384,0,"Biomass_KG"
2007,29.013,-93.887,0.054166,216.82,"Biomass_KG"
2010,29.017,-93.897,0.033616,1748.8,"Biomass_KG"
2010,29.035,-93.994,0.033833,0,"Biomass_KG"
2011,28.989,-93.853,0.029057,485.26,"Biomass_KG"
2012,29.067,-93.959,0.033833,0,"Biomass_KG"
2012,29.062,-93.96,0.032955,0,"Biomass_KG"
2012,29.076,-93.954,0.033039,0,"Biomass_KG"
2012,29.073,-93.846,0.029214,121.25,"Biomass_KG"
2012,29.039,-93.84,0.028931,0,"Biomass_KG"
2011,29.062,-93.883,0.030622,225.78,"Biomass_KG"
2014,29.083,-93.976,0.031156,37.448,"Biomass_KG"
2014,29.097,-93.923,0.030532,0,"Biomass_KG"
2013,28.986,-93.996,0.031593,0,"Biomass_KG"
2008,29.037,-93.852,0.055634,446.23,"Biomass_KG"
2010,29.06,-93.963,0.028708,137.07,"Biomass_KG"
2006,29.153,-93.523,0.052803,2377.3,"Biomass_KG"
2010,29.117,-93.538,0.029957,0,"Biomass_KG"
2014,29.047,-93.498,0.033039,0,"Biomass_KG"
2008,29.04,-93.523,0.053929,0,"Biomass_KG"
2008,29.079,-93.535,0.06209,0,"Biomass_KG"
2010,29.116,-93.482,0.026965,628.43,"Biomass_KG"
2009,29.153,-93.521,0.03529,0,"Biomass_KG"
2009,29.03,-93.636,0.030532,47.707,"Biomass_KG"
2007,29.153,-93.417,0.032592,234.86,"Biomass_KG"
2010,29.084,-93.41,0.034076,1214.5,"Biomass_KG"
2010,29.034,-93.325,0.035523,150.18,"Biomass_KG"
2013,28.993,-93.344,0.033424,0,"Biomass_KG"
2011,29.11,-93.332,0.031593,0,"Biomass_KG"
2014,29.157,-93.326,0.03276,0,"Biomass_KG"
2014,29.091,-93.362,0.032282,0,"Biomass_KG"
2008,29.125,-93.364,0.032282,0,"Biomass_KG"
2008,29.155,-93.434,0.033424,0,"Biomass_KG"
2012,29.074,-93.414,0.029557,245.29,"Biomass_KG"
2012,28.987,-93.425,0.03276,691.51,"Biomass_KG"
2010,29.001,-93.289,0.031126,99.36,"Biomass_KG"
2009,29.085,-93.368,0.033424,87.174,"Biomass_KG"
2009,29.147,-93.347,0.032536,0,"Biomass_KG"
2009,29.082,-93.325,0.031939,139.38,"Biomass_KG"
2009,29.006,-93.287,0.032168,120.94,"Biomass_KG"
2009,28.995,-93.317,0.033941,16.802,"Biomass_KG"
2006,29.096,-93.18,0.045607,183.3,"Biomass_KG"
2006,29.096,-93.18,0.044687,22.13,"Biomass_KG"
2011,29.084,-93.262,0.031939,0,"Biomass_KG"
